id	label	lat	confl	res	cor_ans	user_ans	elapsed	rep	confl_magn
0	VISUAL	625	none	true	1	1	16728	1	0.0
1	VISUAL	475	none	true	0	0	5907	1	0.0
2	VISUAL	425	none	true	0	0	1713	1	0.0
3	VISUAL	275	none	true	0	0	1399	1	0.0
4	VISUAL	425	none	true	0	0	1479	1	0.0
5	VISUAL	575	none	true	1	1	1849	1	0.0
6	VISUAL	725	none	true	1	1	2090	1	0.0
7	VISUAL	325	none	true	0	0	1375	1	0.0
8	VISUAL	525	none	false	1	0	1574	1	0.0
9	VISUAL	375	none	true	0	0	1135	1	0.0
10	VISUAL	275	none	true	0	0	1143	1	0.0
11	VISUAL	625	none	true	1	1	1399	1	0.0
12	VISUAL	725	none	true	1	1	1091	1	0.0
13	VISUAL	675	none	true	1	1	1214	1	0.0
14	VISUAL	675	none	true	1	1	1464	1	0.0
15	VISUAL	375	none	true	0	0	3440	1	0.0
16	VISUAL	575	none	true	1	1	1280	1	0.0
17	VISUAL	475	none	true	0	0	4647	1	0.0
18	VISUAL	325	none	true	0	0	3626	1	0.0
19	VISUAL	525	none	false	1	0	1993	1	0.0
20	VISUAL	425	none	true	0	0	1195	1	0.0
21	VISUAL	425	none	true	0	0	1505	1	0.0
22	VISUAL	675	none	true	1	1	1062	1	0.0
23	VISUAL	275	none	true	0	0	1186	1	0.0
24	VISUAL	475	none	true	0	0	2257	1	0.0
25	VISUAL	325	none	true	0	0	1657	1	0.0
26	VISUAL	375	none	true	0	0	2190	1	0.0
27	VISUAL	375	none	true	0	0	1140	1	0.0
28	VISUAL	725	none	true	1	1	928	1	0.0
29	VISUAL	525	none	true	1	1	9974	1	0.0
30	VISUAL	725	none	true	1	1	1157	1	0.0
31	VISUAL	625	none	true	1	1	1236	1	0.0
32	VISUAL	275	none	true	0	0	1661	1	0.0
33	VISUAL	475	none	true	0	0	1233	1	0.0
34	VISUAL	625	none	true	1	1	1317	1	0.0
35	VISUAL	325	none	true	0	0	1281	1	0.0
36	VISUAL	575	none	false	1	0	2247	1	0.0
37	VISUAL	675	none	true	1	1	1457	1	0.0
38	VISUAL	525	none	true	1	1	3083	1	0.0
39	VISUAL	575	none	true	1	1	2111	1	0.0
40	VISUAL	575	none	true	1	1	2381	1	0.0
41	VISUAL	575	none	false	1	0	1565	1	0.0
42	VISUAL	675	none	true	1	1	1125	1	0.0
43	VISUAL	325	none	true	0	0	1433	1	0.0
44	VISUAL	625	none	true	1	1	1118	1	0.0
45	VISUAL	525	none	false	1	0	1550	1	0.0
46	VISUAL	325	none	true	0	0	1183	1	0.0
47	VISUAL	525	none	false	1	0	2985	1	0.0
48	VISUAL	725	none	true	1	1	1336	1	0.0
49	VISUAL	425	none	true	0	0	1613	1	0.0
50	VISUAL	675	none	true	1	1	1508	1	0.0
51	VISUAL	275	none	true	0	0	1434	1	0.0
