id	label	lat	confl	res	cor_ans	user_ans	elapsed	rep	confl_magn
0	VISUAL	475	none	true	0	0	5503	1	0.0
1	VISUAL	325	none	true	0	0	2015	1	0.0
2	VISUAL	725	none	true	1	1	1576	1	0.0
3	VISUAL	525	none	false	1	0	1120	1	0.0
4	VISUAL	525	none	false	1	0	2066	1	0.0
5	VISUAL	275	none	true	0	0	1141	1	0.0
6	VISUAL	625	none	true	1	1	1129	1	0.0
7	VISUAL	325	none	true	0	0	1906	1	0.0
8	VISUAL	575	none	true	1	1	1784	1	0.0
9	VISUAL	575	none	true	1	1	2116	1	0.0
10	VISUAL	725	none	true	1	1	1222	1	0.0
11	VISUAL	375	none	true	0	0	1428	1	0.0
12	VISUAL	675	none	true	1	1	1162	1	0.0
13	VISUAL	475	none	false	0	1	4804	1	0.0
14	VISUAL	625	none	true	1	1	2842	1	0.0
15	VISUAL	375	none	true	0	0	1401	1	0.0
16	VISUAL	425	none	true	0	0	1448	1	0.0
17	VISUAL	275	none	true	0	0	1661	1	0.0
18	VISUAL	425	none	true	0	0	1365	1	0.0
19	VISUAL	675	none	true	1	1	1550	1	0.0
20	VISUAL	425	none	true	0	0	1473	1	0.0
21	VISUAL	625	none	true	1	1	1802	1	0.0
22	VISUAL	375	none	true	0	0	1374	1	0.0
23	VISUAL	275	none	true	0	0	1074	1	0.0
24	VISUAL	625	none	true	1	1	1184	1	0.0
25	VISUAL	575	none	true	1	1	2713	1	0.0
26	VISUAL	325	none	true	0	0	1128	1	0.0
27	VISUAL	525	none	true	1	1	1112	1	0.0
28	VISUAL	375	none	true	0	0	1293	1	0.0
29	VISUAL	525	none	true	1	1	3470	1	0.0
30	VISUAL	275	none	true	0	0	2107	1	0.0
31	VISUAL	575	none	true	1	1	4078	1	0.0
32	VISUAL	425	none	true	0	0	1320	1	0.0
33	VISUAL	725	none	true	1	1	2234	1	0.0
34	VISUAL	725	none	true	1	1	1888	1	0.0
35	VISUAL	675	none	true	1	1	1030	1	0.0
36	VISUAL	325	none	true	0	0	1476	1	0.0
37	VISUAL	475	none	true	0	0	6250	1	0.0
38	VISUAL	475	none	false	0	1	1224	1	0.0
39	VISUAL	675	none	true	1	1	1063	1	0.0
40	VISUAL	725	none	true	1	1	1069	1	0.0
41	VISUAL	475	none	false	0	1	1027	1	0.0
42	VISUAL	675	none	true	1	1	1051	1	0.0
43	VISUAL	625	none	true	1	1	1092	1	0.0
44	VISUAL	425	none	true	0	0	2648	1	0.0
45	VISUAL	375	none	true	0	0	1096	1	0.0
46	VISUAL	325	none	true	0	0	1801	1	0.0
47	VISUAL	725	none	true	1	1	1265	1	0.0
48	VISUAL	375	none	true	0	0	1098	1	0.0
49	VISUAL	475	none	false	0	1	1296	1	0.0
50	VISUAL	525	none	true	1	1	1258	1	0.0
51	VISUAL	675	none	true	1	1	2170	1	0.0
52	VISUAL	425	none	false	0	1	9771	1	0.0
53	VISUAL	275	none	true	0	0	1631	1	0.0
54	VISUAL	625	none	true	1	1	1025	1	0.0
55	VISUAL	325	none	true	0	0	2825	1	0.0
56	VISUAL	575	none	true	1	1	1539	1	0.0
57	VISUAL	525	none	true	1	1	1203	1	0.0
58	VISUAL	275	none	true	0	0	3310	1	0.0
59	VISUAL	575	none	true	1	1	1029	1	0.0
60	VISUAL	425	none	true	0	0	1042	1	0.0
61	VISUAL	725	none	true	1	1	1240	1	0.0
62	VISUAL	325	none	true	0	0	1343	1	0.0
63	VISUAL	575	none	true	1	1	1097	1	0.0
64	VISUAL	525	none	true	1	1	1747	1	0.0
65	VISUAL	275	none	true	0	0	1232	1	0.0
66	VISUAL	375	none	true	0	0	1647	1	0.0
67	VISUAL	625	none	true	1	1	1107	1	0.0
68	VISUAL	275	none	true	0	0	1643	1	0.0
69	VISUAL	625	none	true	1	1	1451	1	0.0
70	VISUAL	375	none	true	0	0	1258	1	0.0
71	VISUAL	725	none	true	1	1	1476	1	0.0
72	VISUAL	675	none	true	1	1	989	1	0.0
73	VISUAL	675	none	true	1	1	1289	1	0.0
74	VISUAL	425	none	true	0	0	1083	1	0.0
75	VISUAL	325	none	true	0	0	1228	1	0.0
76	VISUAL	475	none	false	0	1	974	1	0.0
77	VISUAL	575	none	true	1	1	974	1	0.0
78	VISUAL	525	none	false	1	0	1959	1	0.0
79	VISUAL	475	none	true	0	0	2841	1	0.0
80	VISUAL	375	none	true	0	0	10564	1	0.0
81	VISUAL	325	none	true	0	0	1952	1	0.0
82	VISUAL	275	none	true	0	0	13381	1	0.0
83	VISUAL	625	none	false	1	0	1422	1	0.0
84	VISUAL	425	none	true	0	0	1181	1	0.0
85	VISUAL	525	none	true	1	1	1755	1	0.0
86	VISUAL	575	none	true	1	1	1014	1	0.0
87	VISUAL	675	none	true	1	1	1127	1	0.0
88	VISUAL	725	none	true	1	1	18969	1	0.0
89	VISUAL	675	none	true	1	1	1030	1	0.0
90	VISUAL	425	none	false	0	1	1465	1	0.0
91	VISUAL	475	none	true	0	0	906	1	0.0
92	VISUAL	625	none	true	1	1	971	1	0.0
93	VISUAL	575	none	true	1	1	1503	1	0.0
94	VISUAL	375	none	true	0	0	967	1	0.0
95	VISUAL	525	none	true	1	1	1084	1	0.0
96	VISUAL	475	none	false	0	1	1653	1	0.0
97	VISUAL	275	none	true	0	0	13012	1	0.0
98	VISUAL	725	none	true	1	1	943	1	0.0
99	VISUAL	325	none	true	0	0	1075	1	0.0
100	VISUAL	475	none	false	0	1	898	1	0.0
101	VISUAL	425	none	true	0	0	877	1	0.0
102	VISUAL	525	none	true	1	1	923	1	0.0
103	VISUAL	275	none	true	0	0	1547	1	0.0
104	VISUAL	625	none	true	1	1	1236	1	0.0
105	VISUAL	475	none	false	0	1	900	1	0.0
106	VISUAL	575	none	true	1	1	2631	1	0.0
107	VISUAL	725	none	true	1	1	825	1	0.0
108	VISUAL	675	none	true	1	1	2660	1	0.0
109	VISUAL	675	none	true	1	1	938	1	0.0
110	VISUAL	325	none	true	0	0	1121	1	0.0
111	VISUAL	425	none	true	0	0	870	1	0.0
112	VISUAL	625	none	true	1	1	1242	1	0.0
113	VISUAL	325	none	true	0	0	952	1	0.0
114	VISUAL	375	none	true	0	0	917	1	0.0
115	VISUAL	375	none	true	0	0	904	1	0.0
116	VISUAL	575	none	true	1	1	1570	1	0.0
117	VISUAL	525	none	true	1	1	1072	1	0.0
118	VISUAL	275	none	true	0	0	3058	1	0.0
