subj,age,gender,modality,algorithm,n_trials,pse,jnd,sc,ss,lat_range,lat_entropy,jnd_log,age_z,modality_algorithm,n_trials_f
A02,29,Male,Auditory,Fixed,40,500,44.4036044427194,500,143.614066163451,450,3.32192809488736,3.8155914949072844,-0.07719776779108098,Auditory_Fixed,40
A02,29,Male,Auditory,Adaptive,60,499.870979323177,26.748617891051,505.15,56.2440589455159,342,2.61662221482083,3.3231860332242054,-0.07719776779108098,Auditory_Adaptive,60
A02,29,Male,Auditory,Fixed,60,474.968738556077,45.7431508050773,500,143.614066163451,450,3.32192809488736,3.844667738158254,-0.07719776779108098,Auditory_Fixed,60
A02,29,Male,Auditory,Adaptive,80,500.792735559509,22.4916704560099,506.7125,50.1483284242855,342,2.44410180991566,3.1566459096379025,-0.07719776779108098,Auditory_Adaptive,80
A02,29,Male,Auditory,Fixed,80,474.988577184138,40.2546104936679,500,143.614066163451,450,3.32192809488736,3.7197628760784043,-0.07719776779108098,Auditory_Fixed,80
A02,29,Male,Auditory,Adaptive,100,498.23976343809,22.8041829679894,506.29,45.8397851216604,342,2.30456723624025,3.169861320191874,-0.07719776779108098,Auditory_Adaptive,100
A02,29,Male,Auditory,Fixed,100,479.991684108129,36.4146375686567,500,143.614066163451,450,3.32192809488736,3.6220620066928535,-0.07719776779108098,Auditory_Fixed,100
A02,29,Male,Auditory,Adaptive,120,494.993767271961,23.0188294930517,505.683333333333,43.0042601248863,342,2.19699112290406,3.1788380849503834,-0.07719776779108098,Auditory_Adaptive,120
A02,29,Male,Auditory,Fixed,120,483.323754353956,36.7133342677261,500,143.614066163451,450,3.32192809488736,3.630013726023091,-0.07719776779108098,Auditory_Fixed,120
A02,29,Male,Auditory,Adaptive,140,494.232448718036,25.0880261670879,504.928571428571,42.0398863083183,342,2.18815201892118,3.2614764415180963,-0.07719776779108098,Auditory_Adaptive,140
A02,29,Male,Auditory,Fixed,140,485.705708561529,39.4403824841984,500,143.614066163451,450,3.32192809488736,3.6998288521737748,-0.07719776779108098,Auditory_Fixed,140
A02,29,Male,Auditory,Adaptive,160,494.00883375018,26.3953984977316,503.6,42.990144219344,342,2.25665219705267,3.31037506125186,-0.07719776779108098,Auditory_Adaptive,160
A02,29,Male,Auditory,Fixed,160,481.241369165055,37.7226869755715,500,143.614066163451,450,3.32192809488736,3.656425655030908,-0.07719776779108098,Auditory_Fixed,160
A02,29,Male,Auditory,Adaptive,180,492.874714031654,25.7103725296631,501.05,43.5401825903383,342,2.30805693268199,3.2850519742227773,-0.07719776779108098,Auditory_Adaptive,180
A02,29,Male,Auditory,Fixed,180,477.769756495435,38.2103140319925,500,143.614066163451,450,3.32192809488736,3.668939825249279,-0.07719776779108098,Auditory_Fixed,180
A02,29,Male,Auditory,Adaptive,200,492.151953125147,24.3533171338804,498.7,45.1700121762215,342,2.37597722056131,3.2329095748841428,-0.07719776779108098,Auditory_Adaptive,200
A02,29,Male,Auditory,Fixed,200,469.987875320121,40.086813541732504,500,143.614066163451,450,3.32192809488736,3.7156872316218688,-0.07719776779108098,Auditory_Fixed,200
A03,34,Female,Auditory,Adaptive,40,488.260018855731,22.0811310467598,500.075,67.5467939653689,329,2.87929728840203,3.1390154459313613,0.566116963801259,Auditory_Adaptive,40
A03,34,Female,Auditory,Fixed,40,462.488177745648,39.1704593779946,500,143.614066163451,450,3.32192809488736,3.693131884153315,0.566116963801259,Auditory_Fixed,40
A03,34,Female,Auditory,Adaptive,60,490.890517990957,23.6237087394051,497.883333333333,56.6512993868828,329,2.58415839189448,3.203709748704813,0.566116963801259,Auditory_Adaptive,60
A03,34,Female,Auditory,Fixed,60,449.988407238281,35.6873884982576,500,143.614066163451,450,3.32192809488736,3.602433058353921,0.566116963801259,Auditory_Fixed,60
A03,34,Female,Auditory,Adaptive,80,493.667483889618,26.5250927531852,497.15,50.3907481587642,329,2.3932942401696,3.3150980523827283,0.566116963801259,Auditory_Adaptive,80
A03,34,Female,Auditory,Fixed,80,449.997410148435,30.4465376948674,500,143.614066163451,450,3.32192809488736,3.448288887892784,0.566116963801259,Auditory_Fixed,80
A03,34,Female,Auditory,Adaptive,100,491.401605104624,28.2750533598227,496.79,47.1828983849021,329,2.26576566188799,3.3767357321916913,0.566116963801259,Auditory_Adaptive,100
A03,34,Female,Auditory,Fixed,100,460.033190888649,30.6352597408876,500,143.614066163451,450,3.32192809488736,3.4542723131195148,0.566116963801259,Auditory_Fixed,100
A03,34,Female,Auditory,Adaptive,120,491.699931762062,28.8010260064889,496.091666666667,45.4990834767276,329,2.28566513745602,3.3945428226666183,0.566116963801259,Auditory_Adaptive,120
A03,34,Female,Auditory,Fixed,120,458.39919387809,27.7900508613241,500,143.614066163451,450,3.32192809488736,3.360029871254136,0.566116963801259,Auditory_Fixed,120
A03,34,Female,Auditory,Adaptive,140,493.264483618389,28.0496471723873,496.028571428571,44.9143538712678,329,2.2912646457304,3.369006337695326,0.566116963801259,Auditory_Adaptive,140
A03,34,Female,Auditory,Fixed,140,471.430169059689,34.8329775193827,500,143.614066163451,450,3.32192809488736,3.5788686291586624,0.566116963801259,Auditory_Fixed,140
A03,34,Female,Auditory,Adaptive,160,493.716148658016,25.9267713359406,494.98125,44.8093840443885,329,2.29794232171053,3.293121008657198,0.566116963801259,Auditory_Adaptive,160
A03,34,Female,Auditory,Fixed,160,468.752741490005,35.339034603548,500,143.614066163451,450,3.32192809488736,3.5928924969450358,0.566116963801259,Auditory_Fixed,160
A03,34,Female,Auditory,Adaptive,180,494.187145789756,24.8889934367698,494.344444444444,44.631991792413,329,2.31168060794149,3.253817914551491,0.566116963801259,Auditory_Adaptive,180
A03,34,Female,Auditory,Fixed,180,472.215579135806,38.214979808737,500,143.614066163451,450,3.32192809488736,3.6690588117782803,0.566116963801259,Auditory_Fixed,180
A03,34,Female,Auditory,Adaptive,200,496.402569584207,24.4540562143948,493.54,43.8701310688719,329,2.25569437203327,3.236875110037394,0.566116963801259,Auditory_Adaptive,200
A03,34,Female,Auditory,Fixed,200,474.992257616656,38.4715604631737,500,143.614066163451,450,3.32192809488736,3.675580424316958,0.566116963801259,Auditory_Fixed,200
A04,28,Female,Auditory,Adaptive,40,487.699135888329,25.8026141721828,497.875,65.1947802741907,325,2.82658965668423,3.288499426497894,-0.20586071410954895,Auditory_Adaptive,40
A04,28,Female,Auditory,Fixed,40,437.345003665156,47.5786083855403,500,143.614066163451,450,3.32192809488736,3.8831832773329382,-0.20586071410954895,Auditory_Fixed,40
