model,pse_true,jnd_true,subject_id,trial_block,stimulus_center,stimulus_spread,bimodality_index,pse_est,jnd_est,asymmetry_index
1model_abs,500,40,1model_abs_G5_S11,40,504.925,74.77011017111049,0.1,506.1937181975409,19.64859266728683,0.1282051282051282
1model_abs,500,40,1model_abs_G5_S11,60,509.4833333333333,72.78449735730511,0.09090909090909091,513.6761600089736,44.99449839053563,0.2203389830508475
1model_abs,500,40,1model_abs_G5_S11,80,502.975,74.33471177720405,1.0,503.3341102905345,56.72582482037316,0.0379746835443038
1model_abs,500,40,1model_abs_G5_S11,100,502.21,71.77176255324932,1.0,504.4862034974774,49.22755888952028,0.0101010101010101
1model_abs,500,40,1model_abs_G5_S11,120,501.2416666666667,67.81248604710558,0.9565217391304348,500.8938955615302,44.26737911514963,-0.008403361344537815
1model_abs,500,40,1model_abs_G5_S11,140,499.3928571428572,66.0008329415591,0.9285714285714286,497.634282316734,46.85881340405732,-0.02158273381294964
1model_abs,500,40,1model_abs_G5_S11,160,499.25625,64.72936417065674,0.8333333333333334,498.8178572446512,48.16510499587032,-0.01886792452830189
1model_abs,500,40,1model_abs_G5_S11,180,502.6777777777778,64.6508275753129,0.9743589743589743,505.1044669606571,54.23047371774109,0.02793296089385475
1model_abs,500,40,1model_abs_G5_S11,200,502.625,65.12606525040492,0.9772727272727273,502.8623403413186,53.53995474824265,0.02512562814070352
1model_abs,500,40,1model_abs_G5_S12,40,496.1,81.91300263084,0.09090909090909091,505.6995887418909,18.01221031853575,0.05
1model_abs,500,40,1model_abs_G5_S12,60,514.75,74.87937521997185,0.8571428571428571,518.8617176816618,46.43480080435116,0.3220338983050847
1model_abs,500,40,1model_abs_G5_S12,80,509.3125,70.34585875337652,0.875,508.7748519093086,51.53667026607059,0.1645569620253164
1model_abs,500,40,1model_abs_G5_S12,100,506.5,72.25240480426932,0.7619047619047619,504.0665108871784,51.40171579608509,0.0707070707070707
1model_abs,500,40,1model_abs_G5_S12,120,507.6333333333333,69.41468784694554,0.9166666666666666,505.8760715139341,48.46063122750233,0.07563025210084033
1model_abs,500,40,1model_abs_G5_S12,140,507.2571428571429,66.34954746627585,0.04166666666666666,507.3520143593727,44.7916772859725,0.06474820143884892
1model_abs,500,40,1model_abs_G5_S12,160,506.1875,64.46725792020318,0.06896551724137931,503.6967452480987,45.49836163806742,0.0440251572327044
1model_abs,500,40,1model_abs_G5_S12,180,505.9833333333333,64.30685767820135,0.8181818181818182,505.4098955199436,42.63373881536769,0.05027932960893855
1model_abs,500,40,1model_abs_G5_S12,200,506.585,63.435895004327,0.7948717948717948,504.731965070568,43.65717269810318,0.05527638190954774
1model_abs,500,40,1model_abs_G5_S13,40,527.225,81.27499231005808,0.08333333333333333,529.8379417709424,19.64305521863272,0.6
1model_abs,500,40,1model_abs_G5_S13,60,526.7166666666667,68.85639444202373,0.0625,530.7416849612746,26.8330503900401,0.5
1model_abs,500,40,1model_abs_G5_S13,80,520.8,64.02019212717188,0.9444444444444444,521.0293385369425,37.11111925703326,0.275
1model_abs,500,40,1model_abs_G5_S13,100,515.03,63.09650624242201,0.09090909090909091,516.9323127709981,37.63261696705796,0.14
