model,n,mean_error,sd_error,mean_error_pct,sd_error_pct
ABS1,180,5.172222222222222,4.402245561513006,1.039663593265555,0.8872788299099026
REL1,180,5.408333333333332,4.4148737304554855,1.0821617744994263,0.8805365869324765
REL2,180,4.919277777777777,3.8651132703711943,0.982213378570419,0.7675641427361943
