term,SS,eta_squared,analysis
model,143.34346922549503,0.0013793301236307211,Stimulus Center
pse_true_z,53952.22729106242,0.5191581642444157,Stimulus Center
jnd_true_z,41.97027227456588,4.038611675724361e-4,Stimulus Center
Residuals,49784.983945128355,0.479058644464381,Stimulus Center
model,18408.308090361454,0.08934605961169353,Stimulus Spread
jnd_true_z,164111.923762293,0.7965291351861348,Stimulus Spread
pse_true_z,27.840384465563044,1.3512532699162474e-4,Stimulus Spread
Residuals,23485.72679515638,0.1139896798751801,Stimulus Spread
