341	1	0	0
373	1	0	0
668	1	1	0
637	1	1	0
611	1	1	0
396	1	0	0
427	1	0	0
590	1	1	0
573	1	1	0
424	1	0	0
558	1	1	0
528	1	0	0
438	1	0	0
452	1	0	0
539	1	1	0
531	1	0	0
468	1	0	0
551	1	1	0
473	1	0	0
471	1	0	0
487	1	1	0
543	1	0	0
495	1	0	0
563	1	1	0
491	1	1	0
477	1	0	0
554	1	1	0
551	1	1	0
483	1	0	0
548	1	1	0
526	1	0	0
498	1	0	0
552	1	1	0
551	1	1	0
487	1	1	0
549	1	1	0
500	1	0	0
528	1	0	0
498	1	1	0
483	1	0	0
479	1	1	0
486	1	1	0
475	1	0	0
532	1	0	0
564	1	1	0
491	1	0	0
548	1	1	0
535	1	1	0
552	1	1	0
489	1	1	0
520	1	0	0
472	1	0	0
461	1	0	0
560	1	1	0
491	1	1	0
545	1	1	0
535	1	1	0
534	1	1	0
474	1	0	0
478	1	0	0
527	1	1	0
461	1	0	0
531	1	0	0
459	1	0	0
474	1	0	0
554	1	1	0
554	1	1	0
474	1	0	0
485	1	0	0
551	1	1	0
474	1	0	0
551	1	1	0
477	1	0	0
475	1	0	0
549	1	1	0
549	1	1	0
471	1	0	0
549	1	1	0
480	1	0	0
549	1	1	0
549	1	1	0
477	1	0	0
495	1	0	0
545	1	1	0
470	1	0	0
484	1	0	0
545	1	1	0
543	1	1	0
487	1	1	0
542	1	1	0
469	1	0	0
540	1	0	0
471	1	1	0
482	1	0	0
475	1	0	0
543	1	1	0
542	1	0	0
545	1	0	0
475	1	0	0
549	1	1	0
488	1	1	0
549	1	1	0
549	1	1	0
546	1	1	0
545	1	1	0
495	1	1	0
473	1	1	0
461	1	1	0
456	1	0	0
545	1	1	0
542	1	1	0
540	1	1	0
452	1	0	0
539	1	1	0
536	1	1	0
534	1	1	0
451	1	1	0
450	1	0	0
440	1	0	0
448	1	0	0
441	1	0	0
533	1	1	0
457	1	0	0
435	1	0	0
531	1	1	0
463	1	1	0
530	1	1	0
527	1	0	0
530	1	1	0
440	1	1	0
414	1	0	0
528	1	1	0
426	1	0	0
527	1	0	0
415	1	0	0
530	1	0	0
534	1	0	0
444	1	0	0
445	1	1	0
537	1	1	0
411	1	0	0
432	1	0	0
534	1	1	0
434	1	0	0
410	1	0	0
423	1	0	0
533	1	1	0
530	1	1	0
528	1	1	0
525	1	1	0
524	1	1	0
521	1	1	0
428	1	0	0
519	1	1	0
573	1	1	0
518	1	1	0
432	1	0	0
422	1	0	0
439	1	0	0
428	1	0	0
516	1	0	0
432	1	0	0
519	1	1	0
444	1	0	0
425	1	0	0
454	1	0	0
573	1	1	0
518	1	1	0
516	1	1	0
440	1	0	0
449	1	0	0
448	1	0	0
575	1	1	0
454	1	0	0
457	1	0	0
515	1	0	0
518	1	1	0
515	1	1	0
575	1	1	0
450	1	1	0
513	1	1	0
433	1	0	0
575	1	1	0
513	1	1	0
448	1	0	0
431	1	0	0
448	1	0	0
575	1	1	0
437	1	1	0
512	1	1	0
575	1	1	0
510	1	1	0
417	1	0	0
575	1	1	0
435	1	0	0
446	1	0	0
441	1	0	0
438	1	0	0
509	1	1	0
575	1	1	0
