662	1	0	0
275	1	0	0
279	1	0	0
689	1	1	0
295	1	0	0
687	1	1	0
676	1	0	0
307	1	0	0
306	1	0	0
685	1	1	0
670	1	1	0
674	1	1	0
688	1	1	0
667	1	1	0
335	1	0	0
354	1	0	0
641	1	1	0
397	1	1	0
351	1	1	0
323	1	0	0
328	1	0	0
340	1	0	0
346	1	0	0
667	1	1	0
665	1	1	0
651	1	1	0
354	1	0	0
372	1	0	0
642	1	1	0
626	1	0	0
652	1	1	0
368	1	0	0
646	1	1	0
371	1	0	0
371	1	0	0
634	1	1	0
364	1	0	0
622	1	1	0
389	1	0	0
607	1	1	0
591	1	0	0
627	1	1	0
389	1	0	0
605	1	0	0
393	1	0	0
398	1	0	0
386	1	0	0
373	1	0	0
621	1	1	0
608	1	0	0
611	1	1	0
603	1	1	0
386	1	0	0
380	1	0	0
390	1	0	0
596	1	1	0
403	1	0	0
412	1	0	0
584	1	1	0
586	1	1	0
567	1	1	0
435	1	1	0
406	1	0	0
574	1	1	0
436	1	1	0
594	1	1	0
574	1	1	0
580	1	1	0
420	1	0	0
424	1	0	0
424	1	1	0
430	1	0	0
555	1	1	0
436	1	0	0
434	1	0	0
448	1	0	0
546	1	1	0
559	1	0	0
541	1	1	0
558	1	0	0
436	1	0	0
562	1	1	0
546	1	1	0
468	1	0	0
449	1	0	0
530	1	1	0
536	1	1	0
472	1	1	0
533	1	0	0
445	1	0	0
462	1	0	0
550	1	1	0
525	1	0	0
475	1	0	0
469	1	0	0
533	1	0	0
474	1	0	0
466	1	1	0
550	1	0	0
531	1	1	0
552	1	1	0
464	1	1	0
447	1	0	0
460	1	1	0
449	1	0	0
531	1	1	0
546	1	1	0
519	1	1	0
471	1	0	0
524	1	0	0
380	1	0	0
479	1	0	0
521	1	1	0
526	1	0	0
383	1	1	0
525	1	1	0
458	1	0	0
536	1	0	0
645	1	1	0
353	1	0	0
482	1	0	0
540	1	1	0
468	1	1	0
640	1	1	0
638	1	1	0
535	1	1	0
462	1	0	0
474	1	0	0
476	1	1	0
638	1	1	0
361	1	0	0
525	1	1	0
525	1	1	0
476	1	0	0
474	1	1	0
638	1	1	0
489	1	0	0
476	1	0	0
505	1	1	0
530	1	1	0
502	1	1	0
496	1	0	0
638	1	1	0
523	1	0	0
495	1	1	0
371	1	0	0
363	1	0	0
511	1	1	0
514	1	0	0
367	1	0	0
495	1	0	0
473	1	0	0
486	1	1	0
633	1	1	0
645	1	1	0
485	1	0	0
504	1	0	0
363	1	0	0
628	1	1	0
509	1	1	0
502	1	0	0
376	1	0	0
621	1	1	0
616	1	1	0
479	1	1	0
372	1	0	0
635	1	1	0
526	1	0	0
364	1	0	0
379	1	1	0
617	1	1	0
482	1	1	0
634	1	1	0
622	1	1	0
379	1	0	0
473	1	1	0
371	1	0	0
378	1	0	0
608	1	1	0
541	1	1	0
395	1	0	0
617	1	1	0
545	1	1	0
601	1	1	0
386	1	0	0
471	1	0	0
471	1	0	0
540	1	1	0
375	1	0	0
517	1	1	0
475	1	1	0
375	1	0	0
396	1	1	0
526	1	1	0
537	1	0	0
542	1	1	0
516	1	1	0
531	1	1	0
478	1	0	0
469	1	1	0
